Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
730,730,0,0,5,647
731,731,0,0,5,647
732,732,0,0,5,647
733,733,0,0,5,647
734,734,0,0,5,647
735,735,0,0,5,647
736,736,0,0,5,647
737,737,0,0,5,647
738,738,0,0,5,647
739,739,0,0,5,647
740,740,0,0,5,647
741,741,0,0,5,647
742,742,0,0,5,647
743,743,0,0,5,647
744,744,0,0,5,647
745,745,0,0,5,647
746,746,0,0,5,647
747,747,0,0,5,647
748,748,0,0,5,647
749,749,0,0,5,647
750,750,0,0,5,647
751,751,0,0,5,647
752,752,0,0,5,647
753,753,0,0,5,647
754,754,0,0,5,647
755,755,0,0,5,647
756,756,0,0,5,647
757,757,0,0,5,647
758,758,0,0,5,647
759,759,0,0,5,647
760,760,0,0,5,647
761,761,0,0,5,647
762,762,0,0,5,647
763,763,0,0,5,647
764,764,0,0,5,647
765,765,0,0,5,647
766,766,0,0,5,647
767,767,0,0,5,647
768,768,0,0,5,647
769,769,0,0,5,647
770,770,0,0,5,647
771,771,0,0,5,647
772,772,0,0,5,647
773,773,0,0,5,647
774,774,0,0,5,647
775,775,0,0,5,647
776,776,0,0,5,647
777,777,0,0,5,647
778,778,0,0,5,647
779,779,0,0,5,647
780,780,0,0,5,647
781,781,0,0,5,647
782,782,0,0,5,647
783,783,0,0,5,647
784,784,0,0,5,647
785,785,0,0,5,647
786,786,0,0,5,647
787,787,0,0,5,647
788,788,0,0,5,647
789,789,0,0,5,647
790,790,0,0,5,647
791,791,0,0,5,647
792,792,0,0,5,647
793,793,0,0,5,647
794,794,0,0,5,647
795,795,0,0,5,647
796,796,0,0,5,647
797,797,0,0,5,647
798,798,0,1,8,647
799,799,0,1,8,647
800,800,0,0,8,647
801,801,0,0,8,647
802,802,0,0,8,647
803,803,0,0,8,647
804,804,0,0,8,647
805,805,0,0,8,647
806,806,0,0,8,647
807,807,0,0,8,647
808,808,0,0,8,647
809,809,0,0,8,647
810,810,0,0,8,647
811,811,0,0,8,647
812,812,0,0,8,647
813,813,0,0,8,647
814,814,0,0,8,647
815,815,0,0,8,647
816,816,0,0,8,647
817,817,0,0,8,647
818,818,0,0,8,647
819,819,0,0,8,647
820,820,0,0,8,647
821,821,0,0,8,647
822,822,0,0,8,647
823,823,0,0,8,647
824,824,0,0,8,647
825,825,0,0,8,647
826,826,0,0,8,647
827,827,0,0,8,647
828,828,0,0,8,647
829,829,0,0,8,647
830,830,0,0,8,647
831,831,0,0,8,647
832,832,0,0,8,647
833,833,0,0,8,647
834,834,0,0,8,647
835,835,0,0,8,647
836,836,0,0,8,647
837,837,0,0,8,647
838,838,0,0,8,647
839,839,0,0,8,647
840,840,0,0,8,647
841,841,0,0,8,647
842,842,0,0,8,647
843,843,0,0,8,647
844,844,0,0,8,647
845,845,0,0,8,647
846,846,0,0,8,647
847,847,0,0,8,647
848,848,0,0,8,647
849,849,0,0,8,647
850,850,0,0,8,647
851,851,0,0,8,647
852,852,0,0,8,647
853,853,0,0,8,647
854,854,0,0,8,647
855,855,0,0,8,647
856,856,0,0,8,647
857,857,0,0,8,647
858,858,0,0,8,647
859,859,0,0,8,647
860,860,0,0,8,647
861,861,0,0,8,647
862,862,0,0,8,647
863,863,0,0,8,647
864,864,0,0,8,647
865,865,0,0,8,647
866,866,0,0,8,647
867,867,0,0,8,647
868,868,0,0,8,647
869,869,0,0,8,647
870,870,0,0,8,647
871,871,0,0,8,647
872,872,0,0,8,647
873,873,0,0,8,647
874,874,0,0,8,647
875,875,0,0,8,647
876,876,0,0,8,647
877,877,0,0,8,647
878,878,0,0,8,647
879,879,0,0,8,647
880,880,0,0,8,647
881,881,0,0,8,647
882,882,0,0,8,647
883,883,0,0,8,647
884,884,0,0,8,647
885,885,0,0,8,647
886,886,0,0,8,647
887,887,0,0,8,647
888,888,0,0,8,647
889,889,0,0,8,647
890,890,0,0,8,647
891,891,0,0,8,647
892,892,0,0,8,647
893,893,0,0,8,647
894,894,0,0,8,647
895,895,0,0,8,647
896,896,0,0,8,647
897,897,0,0,8,647
898,898,0,0,8,647
899,899,0,0,8,647
900,900,0,0,8,647
901,901,0,0,8,647
902,902,0,0,8,647
903,903,0,0,8,647
904,904,0,0,8,647
905,905,0,0,8,647
906,906,0,0,8,647
907,907,0,0,8,647
908,908,0,0,8,647
909,909,0,0,8,647
910,910,0,0,8,647
911,911,0,0,8,647
912,912,0,0,8,647
913,913,0,0,8,647
914,914,0,0,8,647
915,915,0,0,8,647
916,916,0,0,8,647
917,917,0,0,8,647
918,918,0,0,8,647
919,919,0,0,8,647
920,920,0,0,8,647
921,921,0,0,8,647
922,922,0,0,8,647
923,923,0,0,8,647
924,924,0,0,8,647
925,925,0,0,8,647
926,926,0,0,8,647
927,927,0,0,8,647
928,928,0,0,8,647
929,929,0,0,8,647
